id,label,annotator
u933959472640270336,human,0
u721507174669627392,human,0
u1027333567192420353,human,0
u334705656,bot,0
u1110386362237112320,human,0
u143748286,human,0
u4854931527,human,0
u1283648881,human,0
u1481297619129229315,bot,0
u392946468,human,0
u706403207,human,0
u1075377690260226048,human,0
u1387074134589407232,human,0
u362779314,human,0
u2660962182,human,0
u231826438,human,0
u1332024326372077569,human,0
u1493278120811671553,bot,0
u1328408720368427009,human,0
u15720875,human,0
u1382217670238560257,human,0
u1492924296435572741,human,0
u2475750188,human,0
u1479016504645414914,bot,0
u845296190061268993,human,0
u373023576,human,0
u803221535003725824,human,0
u472665454,human,0
u2835829472,human,0
u89139262,human,0
u223875657,human,0
u608475046,human,0
u18565287,human,0
u1485868047856508932,human,0
u573841663,bot,0
u788190815243890688,bot,0
u1489097841637273604,human,0
u951816344,human,0
u3419251203,human,0
u2876742314,human,0
u74684634,human,0
u22650211,human,0
u21878635,human,0
u116703674,human,0
u21056862,human,0
u40561535,human,0
u65773523,human,0
u136400506,human,0
u625600899,human,0
u996074320299548673,human,0
u17519978,human,0
u97576151,human,0
u160509668,human,0
u53853197,human,0
u241264504,human,0
u65381936,human,0
u916794612097970177,human,0
u828531802184753152,human,0
u53355887,human,0
u22100541,human,0
u73265910,human,0
u42953038,human,0
u467206507,human,0
u162088304,human,0
u90746809,human,0
u1247843079677083649,human,0
u229399494,human,0
u68739089,human,0
u1179779745350930432,human,0
u82615868,human,0
u279928610,human,0
u635314416,human,0
u3251212812,human,0
u44695623,human,0
u5883682,human,0
u17261818,human,0
u955863856642916363,human,0
u38011746,human,0
u4333874075,human,0
u1331018240470917120,human,0
u17898529,human,0
u24613756,human,0
u1710530342,human,0
u24876034,human,0
u48742856,human,0
u40813384,human,0
u1017280993,human,0
u23963105,human,0
u19400827,human,0
u20551702,human,0
u45399148,human,0
u1387081806,human,0
u1449443604,human,0
u899733078641225728,human,0
u453507741,human,0
u34212654,human,0
u15254434,human,0
u14078808,human,0
u1304864108,human,0
u2847351233,human,0
u8912232,human,0
u16278968,human,0
u45561905,human,0
u217510835,human,0
u1142592968,human,0
u42924141,human,0
u1926904148,human,0
u220034743,human,0
u80711731,human,0
u17074680,human,0
u290619291,human,0
u792724,human,0
u4855130617,human,0
u1098785772,human,0
u1046783815937662976,human,0
u1222221435856412672,human,0
u26759374,human,0
u23662741,human,0
u233868627,human,0
u54158605,human,0
u308721230,human,0
u118409896,human,0
u175794305,human,0
u4715371273,human,0
u393800219,human,0
u1384249558243319810,bot,0
u82073763,human,0
u14198971,human,0
u2465914436,human,0
u277030839,human,0
u2422195825,human,0
u1027484745620496384,human,0
u21121282,human,0
u64418345,human,0
u52087029,human,0
u73260722,human,0
u1453799813246423065,human,0
u14678419,human,0
u852710910,human,0
u425687771,human,0
u884483906375954434,human,0
u702987004917624832,human,0
u16499597,human,0
u12392332,human,0
u1365921532577525761,human,0
u1652897768,human,0
u1352487557930627081,bot,0
u19264279,human,0
u849109190,human,0
u773409170179620864,human,0
u172005266,human,0
u882261583136772102,human,0
u56029268,human,0
u1170005419772788736,human,0
u1484390724242067456,bot,0
u3178730510,bot,0
u1093106595393724417,bot,0
u1476554408888610819,bot,0
u23226156,human,0
u1483299459555545088,human,0
u1472117378020671490,bot,0
u1480071384600485889,human,0
u37258354,human,0
u1484754892892049408,bot,0
u1472249117053050887,human,0
u18546819,human,0
u113404636,human,0
u1107571256990285829,bot,0
u1293067292000096256,bot,0
u376875289,human,0
u47122016,human,1
u94825605,human,1
u1473259203531792390,human,1
u48081662,human,1
u846190375589089280,human,1
u1416059613229817858,human,1
u1392518066290847748,human,1
u16029951,human,1
u4308006796,human,1
u4563945255,not sure,1
u17789298,human,1
u492368709,human,1
u1087352487487651840,human,1
u404532969,human,1
u2384386292,human,1
u6281882,human,1
u130110079,human,1
u1711281463,human,1
u1012955420,human,1
u119892761,human,1
u3125612703,human,1
u1030813568457994240,human,1
u1059313603042455552,human,1
u1480476380,human,1
u862457408773160961,human,1
u57667771,human,1
u4798409352,human,1
u2441687850,human,1
u1332222361970597894,human,1
u1029050178534166537,human,1
u194007148,human,1
u1012568998980931584,bot,1
u1188920977985593350,human,1
u960248481154785280,human,1
u1367438084363665411,human,1
u20810335,human,1
u61754118,human,1
u884199647849267200,not sure,1
u1161341796401573888,human,1
u1292708150,human,1
u2800416212,human,1
u1092661726519193601,human,1
u1037652120160235520,human,1
u368198717,human,1
u111218905,human,1
u761566977269886976,human,1
u1109822437863186438,not sure,1
u829803897527140353,human,1
u1095479424995082240,human,1
u22878498,human,1
u1163549415111634945,human,1
u2416441287,human,1
u244018956,human,1
u1376957393288986627,human,1
u1225127789545717760,human,1
u34820553,human,1
u59497362,human,1
u223259324,human,1
u814888607538417665,human,1
u120889625,human,1
u239925271,human,1
u264296754,human,1
u3013012545,human,1
u1119517666644058112,human,1
u1383825055705047042,human,1
u385591075,human,1
u449639166,bot,1
u15244527,bot,1
u1032636084008693760,human,1
u921806780690255872,human,1
u1305911138186477569,human,1
u749431901950279680,human,1
u1304804088564117504,not sure,1
u968745471102668801,human,1
u1449058468443344901,human,1
u1407708641277345798,human,1
u973660795258228738,human,1
u787288016616251392,human,1
u1437035614709370881,human,1
u1484181929184296965,bot,1
u1196821476051161088,human,1
u1375826090,human,1
u383039442,human,1
u1007550175,not sure,1
u2996706399,human,1
u3023381443,bot,1
u1324417262367973378,human,1
u2803362493,human,1
u347428904,human,1
u221212715,human,1
u1372660860162826244,human,1
u1484484654652706820,not sure,1
u784804896042278912,human,1
u1402157528037826578,human,1
u1287467406,human,1
u84786859,bot,1
u28317502,human,1
u22309494,human,1
u17270837,human,1
u876818745762734080,human,1
u795290773642215428,human,1
u23681268,human,1
u3348352113,human,1
u210683265,human,1
u1461974874,human,1
u453088766,human,1
u386349941,human,1
u1489968798702923779,human,1
u334705656,human,1
u1440874273560686598,human,1
u47889339,human,1
u1292144578510782465,human,1
u1283648881,human,1
u2286355454,human,1
u1324781971,human,1
u706403207,human,1
u1361505741576822785,human,1
u942425798908239872,not sure,1
u362779314,human,1
u2458786416,human,1
u349116915,human,1
u1490052825073782791,bot,1
u15720875,human,1
u1273558762016522241,human,1
u2709679486,human,1
u2148734038,human,1
u2542369761,human,1
u1195591461586079745,human,1
u3050392514,human,1
u845296190061268993,human,1
u48076730,human,1
u1314329318667952128,human,1
u540709594,human,1
u373023576,bot,1
u803221535003725824,human,1
u27227601,human,1
u1721193062,human,1
u195421284,human,1
u89139262,human,1
u223875657,human,1
u281970334,human,1
u1293692813151019015,human,1
u1355531301260939264,human,1
u335256988,human,1
u833489861512355840,human,1
u1489097841637273604,human,1
u1308480053349556224,human,1
u951816344,human,1
u534563976,human,1
u15552773,human,1
u17997467,human,1
u2670726740,human,1
u57903424,human,1
u38186660,human,1
u3193247133,human,1
u401773648,human,1
u17519978,human,1
u823337894202834945,human,1
u2850900191,human,1
u20601037,human,1
u22843167,human,1
u40891771,human,1
u1236672762749517825,human,1
u65381936,human,1
u14933304,human,1
u17356547,human,1
u131977300,human,1
u47273818,human,1
u1080870981877534720,human,1
u492125645,human,1
u42953038,human,1
u467206507,human,1
u743432061088899073,human,1
u90746809,human,1
u16956339,human,1
u147666931,human,1
u229399494,human,1
u36550247,human,1
u373573313,human,1
u3805847837,human,1
u706963995,human,1
u33893706,human,1
u1357567292,human,1
u2216041938,human,1
u288803684,human,1
u246136955,human,1
u17261818,human,1
u1357630163459198977,human,1
u3528368134,human,1
u2461887810,human,1
u2228021594,human,1
u17898529,human,1
u887145739306106881,human,1
u2394148416,human,1
u48742856,human,1
u82062830,human,1
u919373695,human,1
u23963105,human,1
u57333521,human,1
u2538968462,human,1
u1283438168419831808,not sure,1
u313020441,human,1
u872153024310988801,human,1
u1298501091990986752,not sure,1
u285081945,human,1
u26095909,human,1
u899733078641225728,human,1
u27476898,human,1
u34212654,human,1
u74872146,human,1
u23918872,human,1
u15254434,human,1
u14078808,human,1
u3365784490,human,1
u38027049,human,1
u8912232,human,1
u128790234,human,1
u2319871801,human,1
u1011679992827338754,human,1
u107497881,human,1
u45561905,human,1
u18309196,human,1
u14540264,human,1
u17074680,human,1
u290619291,human,1
u3020083247,human,1
u4855130617,human,1
u82607949,human,1
u1192932549351354369,human,1
u1222221435856412672,human,1
u17887248,human,1
u20441260,human,1
u18815101,human,1
u624579080,human,1
u15710120,human,1
u3293146012,human,1
u194616949,human,1
u3888351,human,1
u151395708,human,1
u81906564,human,1
u44937244,human,1
u14198971,human,1
u50016578,human,1
u1237437455772647425,human,1
u34198151,human,1
u15823722,human,1
u101963256,human,1
u78495596,human,1
u117058623,human,1
u1195292583896985600,human,1
u1009762883515895809,human,1
u454322926,human,1
u26767094,human,1
u271377477,human,1
u1652897768,human,1
u1263178260499881986,human,1
u172532584,human,1
u883347084,human,1
u97565966,human,1
u773409170179620864,bot,1
u103143789,human,1
u927893851,human,1
u15945791,human,1
u1477715309221928966,human,1
u445048728,human,1
u3178730510,human,1
u1476223173184131081,human,1
u1484449823088599046,human,1
u1470675711392366596,human,1
u1484196997678571523,not sure,1
u23226156,human,1
u1302744484808216579,human,1
u551694442,human,1
u1483004480694243328,human,1
u28605919,human,1
u3237854319,human,1
u1038749211167285248,human,1
u1029893997572042752,human,1
u26179637,human,1
u18546819,human,1
u2701855338,human,1
u22607656,human,1
u1490024645189373958,human,1
u836867256,human,1
u35473003,human,1
u1444752807849041920,human,1
u977995978287575041,bot,1
u11838222,human,1
u1034536106879078401,human,1
u216824024,human,1
u47323622,human,1
u155854842,human,1
u1026225299057389569,human,1
u705626528,human,1
u1043985364820447232,human,1
u1053572380541501441,bot,2
u1473259203531792390,human,2
u48081662,human,2
u1304338847837417472,human,2
u846190375589089280,human,2
u1338251462,human,2
u90276706,human,2
u1416059613229817858,human,2
u497709574,human,2
u392219388,human,2
u4308006796,human,2
u1449670457473605632,human,2
u834928597,human,2
u187147866,human,2
u14949092,human,2
u105118982,human,2
u58508576,human,2
u3171122796,human,2
u1352394866211356673,not sure,2
u1163688173312139270,human,2
u33520195,human,2
u1357335025897922564,human,2
u129655809,human,2
u3125612703,human,2
u383446985,human,2
u191156952,bot,2
u2330088174,human,2
u4798409352,bot,2
u2441687850,human,2
u38172392,human,2
u15397978,human,2
u1188920977985593350,human,2
u1295686851160932352,bot,2
u1265044627230343168,bot,2
u1059931927422087170,human,2
u765690786,human,2
u61754118,bot,2
u884199647849267200,human,2
u1092661726519193601,human,2
u443492997,human,2
u1924950110,human,2
u1705311666,human,2
u160450917,not sure,2
u50317980,human,2
u1174824328636116993,human,2
u778654317700059137,human,2
u22878498,human,2
u608622917,human,2
u62438818,human,2
u1376957393288986627,bot,2
u3784228949,human,2
u29010564,human,2
u892739130395897858,human,2
u103090729,human,2
u1225127789545717760,human,2
u967391583015526400,human,2
u101370819,bot,2
u229514217,human,2
u1393282930600939522,human,2
u59497362,human,2
u814888607538417665,human,2
u16073554,human,2
u449639166,bot,2
u3428118490,human,2
u1305911138186477569,human,2
u2802185420,human,2
u297878945,human,2
u291786863,not sure,2
u1387402162909687811,human,2
u1400470623319642114,human,2
u1479611776421359618,bot,2
u1411287074087571456,bot,2
u115288823,human,2
u926467372839419904,bot,2
u1480110613716156419,not sure,2
u973660795258228738,human,2
u787288016616251392,bot,2
u844057662723575808,human,2
u351031965,bot,2
u1051734379075129345,bot,2
u15267655,human,2
u1009942475677446144,bot,2
u1468928973526933505,human,2
u115932651,human,2
u1214746085148610560,human,2
u1468278818590838792,bot,2
u1461096275638640651,bot,2
u1372660860162826244,human,2
u1480643779833090049,not sure,2
u1429896051989917697,human,2
u1485140592254406660,human,2
u1287467406,human,2
u304406147,human,2
u60840515,bot,2
u83048651,bot,2
u1106522459287760902,human,2
u22309494,bot,2
u15429623,human,2
u1096538640514248709,human,2
u777934494,human,2
u1065985512,human,2
u4925052381,human,2
u3332574141,human,2
u721507174669627392,human,2
u453088766,human,2
u3184864388,human,2
u386349941,bot,2
u903750097342795777,human,2
u746406906973937664,human,2
u1440874273560686598,human,2
u33021590,human,2
u97456448,bot,2
u2394986509,human,2
u1283648881,human,2
u1481297619129229315,bot,2
u73721873,human,2
u392946468,human,2
u706403207,human,2
u1361505741576822785,bot,2
u942425798908239872,not sure,2
u2458786416,bot,2
u1486559412915359749,human,2
u2660962182,human,2
u4164127768,bot,2
u4725795355,human,2
u804284648909991937,human,2
u2585840994,human,2
u1332024326372077569,human,2
u1382217670238560257,human,2
u2709679486,bot,2
u1178270317,human,2
u1421911889840418816,human,2
u995712271,human,2
u22598862,bot,2
u540709594,human,2
u472665454,human,2
u195421284,human,2
u223875657,bot,2
u608475046,human,2
u218836339,bot,2
u18565287,human,2
u1485868047856508932,human,2
u1115479053216243712,not sure,2
u788190815243890688,not sure,2
u1489097841637273604,human,2
u177321850,human,2
u132385468,human,2
u534563976,human,2
u3419251203,human,2
u57903424,human,2
u2876742314,human,2
u20039964,human,2
u50718079,human,2
u74684634,human,2
u82447359,human,2
u21878635,human,2
u114346861,human,2
u40561535,human,2
u3193247133,human,2
u129510550,human,2
u15483390,human,2
u2963445730,human,2
u64826699,human,2
u476907667,human,2
u97576151,human,2
u14342018,human,2
u350880390,human,2
u14749383,human,2
u279192178,human,2
u147561402,human,2
u131977300,human,2
u73265910,human,2
u824122844258897920,human,2
u3306549730,human,2
u19650634,human,2
u1247843079677083649,human,2
u555474658,human,2
u264219447,human,2
u147666931,human,2
u2347762888,human,2
u116942168,human,2
u102278432,human,2
u3805847837,human,2
u125619668,human,2
u17485551,human,2
u1334138185446813696,bot,2
u967145325881319425,human,2
u500738134,human,2
u246136955,human,2
u329819402,human,2
u19398874,human,2
u38011746,human,2
u982240377636700161,human,2
u1328350499591098369,human,2
u70424767,human,2
u1605501175,human,2
u1710530342,human,2
u887145739306106881,human,2
u40813384,human,2
u20343405,human,2
u19400827,human,2
u20551702,human,2
u57333521,human,2
u18161913,human,2
u1283438168419831808,not sure,2
u313020441,human,2
u1298501091990986752,human,2
u102413533,human,2
u343654123,human,2
u26095909,human,2
u518822419,human,2
u15254434,human,2
u2847351233,human,2
u15634642,human,2
u38027049,human,2
u912512352,human,2
u756278,human,2
u128790234,human,2
u570270247,human,2
u468508553,human,2
u334533392,human,2
u117189136,human,2
u144929619,human,2
u1142592968,human,2
u14540264,human,2
u220034743,human,2
u80711731,human,2
u47036963,human,2
u3192961902,human,2
u19063439,human,2
u290619291,human,2
u4643150654,human,2
u1066972567943053312,human,2
u1364417028,human,2
u1222221435856412672,human,2
u23662741,human,2
u54158605,human,2
u624579080,human,2
u19610625,human,2
u3293146012,human,2
u384198024,human,2
u81906564,human,2
u44937244,human,2
u1249896876,human,2
u427272755,human,2
u277030839,human,2
u1027484745620496384,human,2
u266701331,human,2
u64418345,human,2
u1453799813246423065,human,2
u81678421,human,2
u884483906375954434,human,2
u1230497235798020101,human,2
u443033172,human,2
u1009762883515895809,human,2
u1365921532577525761,human,2
u1361671371734978564,human,2
u90986103,human,2
u883347084,human,2
u1074319644482105344,human,2
u849109190,human,2
u49372957,human,2
u1330718435186147329,not sure,2
u172005266,human,2
u882261583136772102,not sure,2
u788443023495487488,not sure,2
u103143789,human,2
u10342612,human,2
u17630704,human,2
u1170005419772788736,human,2
u1484390724242067456,not sure,2
u1407732022907486216,not sure,2
u1480310352948895744,not sure,2
u1470675711392366596,not sure,2
u1484767093744676865,not sure,2
u2852128297,not sure,2
u23226156,human,2
u1472117378020671490,not sure,2
u1473123825944604675,bot,2
u1302744484808216579,human,2
u1480071384600485889,human,2
u551694442,human,2
u28605919,human,2
u1482298225545650176,not sure,2
u3237854319,human,2
u875419063375339524,bot,2
u1038749211167285248,bot,2
u31725397,human,2
u26179637,human,2
u1334263254827274240,bot,2
u33218042,human,2
u827206955756298241,human,2
u932575976978108416,human,2
u1438037751987847168,human,2
u14602576,human,2
u47122016,human,3
u1053572380541501441,human,3
u90276706,human,3
u497709574,human,3
u1392518066290847748,human,3
u13062722,human,3
u990010590629318656,human,3
u16029951,human,3
u4308006796,human,3
u14949092,human,3
u105118982,human,3
u2901245151,human,3
u1352394866211356673,human,3
u1135152943076917249,human,3
u15182532,human,3
u858041402,human,3
u808877428852621312,human,3
u900185521837793281,human,3
u1030813568457994240,human,3
u1059313603042455552,human,3
u383446985,human,3
u46917724,human,3
u542591693,human,3
u57667771,human,3
u1849681766,human,3
u360516072,human,3
u1070701723751235586,human,3
u194007148,human,3
u1012568998980931584,human,3
u1461473650951999493,human,3
u1949408102,human,3
u1295686851160932352,human,3
u201647587,human,3
u2224202064,human,3
u1292708150,not sure,3
u1092661726519193601,human,3
u368198717,human,3
u111218905,human,3
u518834269,human,3
u96564843,human,3
u1283514330030448644,not sure,3
u376616312,human,3
u1085017422136897537,human,3
u793750536969412608,human,3
u3784228949,human,3
u892739130395897858,human,3
u1225127789545717760,human,3
u967391583015526400,human,3
u34820553,human,3
u229514217,human,3
u557370566,not sure,3
u2899516410,human,3
u235500223,not sure,3
u218792844,human,3
u1269946210091175936,human,3
u1364608723356893185,human,3
u706972588573069312,human,3
u385591075,human,3
u16073554,human,3
u449639166,bot,3
u15244527,human,3
u3428118490,human,3
u1305911138186477569,human,3
u1170802159,human,3
u760163367482978305,human,3
u4793853335,human,3
u854060490896666624,bot,3
u1029128656650555393,human,3
u43198449,human,3
u1278373021275901954,human,3
u803819727609065472,human,3
u1387402162909687811,human,3
u1355558675755233281,human,3
u92047850,human,3
u1413536716477112332,human,3
u232154809,human,3
u1407708641277345798,human,3
u1437035614709370881,human,3
u3023381443,human,3
u1324417262367973378,human,3
u224202619,bot,3
u14842798,human,3
u1468278818590838792,human,3
u362547311,human,3
u1210360920,human,3
u83565728,human,3
u1480129490240032775,not sure,3
u342084638,not sure,3
u1454339582376378371,human,3
u208874694,not sure,3
u1481141890556862467,human,3
u1287467406,human,3
u819952908,human,3
u14848408,human,3
u3388583453,human,3
u28317502,human,3
u60840515,human,3
u22309494,human,3
u10081582,human,3
u777934494,not sure,3
u1065985512,human,3
u1318273442827952128,human,3
u1360780280907227136,human,3
u933959472640270336,human,3
u25183440,bot,3
u1110386362237112320,human,3
u1018990994170220544,human,3
u33021590,human,3
u47889339,human,3
u4854931527,human,3
u1292144578510782465,human,3
u2851039335,human,3
u615036978,human,3
u942425798908239872,human,3
u579751095,human,3
u1714310340,human,3
u923747744556003328,human,3
u2585840994,human,3
u2709679486,bot,3
u2896067040,bot,3
u793332079,human,3
u1145599470199083009,human,3
u1482171765808070657,not sure,3
u540709594,human,3
u8600502,human,3
u472665454,human,3
u1162868199932796930,human,3
u230206732,human,3
u18399308,not sure,3
u1355531301260939264,human,3
u833489861512355840,human,3
u1308480053349556224,not sure,3
u466420346,human,3
u951816344,human,3
u2670726740,human,3
u46345843,human,3
u50718079,human,3
u74684634,human,3
u22650211,human,3
u950687846469390336,human,3
u21454307,human,3
u116703674,human,3
u40561535,human,3
u3193247133,human,3
u65773523,human,3
u129510550,human,3
u31537951,human,3
u15483390,human,3
u1374934757901934596,human,3
u17171278,human,3
u996074320299548673,human,3
u401773648,human,3
u1967216306,human,3
u97576151,human,3
u350880390,human,3
u14749383,human,3
u53853197,human,3
u446642685,human,3
u916794612097970177,human,3
u3306549730,human,3
u3319466669,human,3
u1080870981877534720,human,3
u17930077,human,3
u376161322,human,3
u776021935771807744,human,3
u35785401,human,3
u1501471,human,3
u224400256,human,3
u373573313,human,3
u3805847837,human,3
u1179779745350930432,human,3
u125619668,human,3
u82615868,human,3
u33893706,human,3
u1357567292,human,3
u17485551,human,3
u1334138185446813696,human,3
u288803684,human,3
u52660746,human,3
u1327886654,human,3
u139185720,human,3
u486188094,human,3
u44695623,human,3
u5883682,human,3
u15129265,human,3
u1357630163459198977,human,3
u982240377636700161,human,3
u4333874075,human,3
u1328350499591098369,not sure,3
u14243836,human,3
u189735576,human,3
u17797666,human,3
u1605501175,human,3
u17278675,human,3
u2394148416,human,3
u48742856,human,3
u82062830,human,3
u1147824680,human,3
u1256842070964293633,human,3
u18999188,human,3
u92577188,human,3
u139322140,human,3
u518822419,human,3
u413485609,human,3
u27476898,human,3
u34212654,human,3
u74872146,human,3
u15254434,human,3
u108985543,human,3
u3169667811,human,3
u34752409,human,3
u2847351233,human,3
u916707899052904455,human,3
u1011679992827338754,human,3
u334533392,human,3
u18695901,human,3
u248866866,human,3
u145647271,human,3
u144929619,human,3
u18309196,human,3
u27059413,human,3
u433005902,human,3
u14540264,human,3
u2484276804,human,3
u108711532,human,3
u3020083247,human,3
u19752348,human,3
u82607949,human,3
u308721230,human,3
u118409896,human,3
u15595097,human,3
u473633388,human,3
u2465914436,human,3
u1237437455772647425,not sure,3
u3001103062,human,3
u15823722,human,3
u1249896876,human,3
u427272755,human,3
u277030839,human,3
u2422195825,human,3
u69291324,human,3
u1027484745620496384,human,3
u14678419,human,3
u1195292583896985600,human,3
u617542067,human,3
u3341302265,human,3
u702987004917624832,human,3
u26767094,human,3
u16499597,human,3
u12392332,human,3
u1053978084431429632,human,3
u172532584,human,3
u432880103,human,3
u97565966,human,3
u1363016089928523778,not sure,3
u17630704,human,3
u1170005419772788736,bot,3
u1484390724242067456,not sure,3
u1093106595393724417,bot,3
u20420218,human,3
u1479879927101018116,not sure,3
u1483299459555545088,not sure,3
u1485330470921461761,not sure,3
u1473123825944604675,human,3
u1480071384600485889,human,3
u551694442,human,3
u28605919,human,3
u1482298225545650176,not sure,3
u3237854319,human,3
u1038749211167285248,not sure,3
u1472249117053050887,not sure,3
u36386341,human,3
u1029893997572042752,human,3
u26179637,human,3
u1293067292000096256,not sure,3
u115979798,human,3
u1334263254827274240,human,3
u827206955756298241,human,3
u385858930,human,3
u932575976978108416,human,3
u1088872795046473728,human,3
u22607656,human,3
u1438037751987847168,human,3
u35473003,human,3
u293991843,human,3
u1226935625372188672,human,3
u14602576,human,3
u1374685652017586176,human,3
u977995978287575041,human,3
u11838222,human,3
u1034536106879078401,human,3
u1055071824797675520,human,3
u47323622,human,3
u16971227,human,3
u155854842,human,3
u94825605,human,4
u100797156,not sure,4
u48081662,human,4
u541042800,human,4
u34421363,human,4
u2393183286,human,4
u1116572973798834176,human,4
u1392518066290847748,human,4
u990010590629318656,human,4
u5621082,human,4
u392219388,human,4
u1060893724824268800,human,4
u4563945255,not sure,4
u1363766780762624002,human,4
u1087352487487651840,bot,4
u2901245151,bot,4
u1093789667302899712,human,4
u119792737,human,4
u130110079,human,4
u1090959385877082113,human,4
u1012955420,human,4
u33520195,human,4
u1135152943076917249,human,4
u3325527710,bot,4
u718527904167174144,human,4
u709780007485362178,human,4
u1030813568457994240,human,4
u1345505364343742465,human,4
u1445769870532956167,human,4
u494482394,human,4
u46917724,human,4
u191156952,bot,4
u862457408773160961,bot,4
u263611372,human,4
u1017809478316589057,human,4
u1849681766,human,4
u1070701723751235586,human,4
u843551423031787520,human,4
u1332222361970597894,bot,4
u194007148,human,4
u51207002,human,4
u1281574223081730048,human,4
u1949408102,human,4
u4429311513,human,4
u930929248516284417,human,4
u1367438084363665411,human,4
u20810335,human,4
u1367372412480745472,bot,4
u996066085874077697,human,4
u884199647849267200,human,4
u150000919,human,4
u1161341796401573888,human,4
u3097009130,human,4
u1472142842059374594,not sure,4
u1274580815414992896,human,4
u1037652120160235520,human,4
u1151929036622520321,human,4
u111218905,human,4
u20973750,human,4
u829803897527140353,human,4
u1174824328636116993,human,4
u58922734,human,4
u891702553,human,4
u793750536969412608,bot,4
u740018006026117121,human,4
u42979354,human,4
u913107955880534032,human,4
u229514217,human,4
u1393282930600939522,human,4
u769123624229933056,human,4
u223259324,human,4
u218792844,human,4
u1435991638204198916,bot,4
u205808564,human,4
u239925271,human,4
u264296754,human,4
u2276499727,human,4
u330098736,human,4
u1119517666644058112,human,4
u1364608723356893185,bot,4
u128368508,bot,4
u15244527,bot,4
u3428118490,human,4
u1240285513300488193,not sure,4
u1170802159,human,4
u2802185420,human,4
u4793853335,human,4
u226789035,human,4
u1408852727099052036,human,4
u46768753,not sure,4
u1278373021275901954,human,4
u291786863,not sure,4
u803819727609065472,bot,4
u1103623571211984896,human,4
u126281856,human,4
u1387402162909687811,human,4
u1183672523889631233,human,4
u1411287074087571456,human,4
u1449058468443344901,human,4
u92047850,human,4
u1359220789195796480,human,4
u1437035614709370881,human,4
u1428940492478115844,human,4
u15267655,human,4
u1375826090,not sure,4
u1009942475677446144,human,4
u1007550175,not sure,4
u1468928973526933505,not sure,4
u455218394,human,4
u347428904,bot,4
u224202619,human,4
u1477825977774268417,human,4
u1210360920,human,4
u1484484654652706820,not sure,4
u1454339582376378371,human,4
u86774560,human,4
u1402157528037826578,not sure,4
u1287467406,human,4
u22309494,human,4
u17270837,human,4
u23996323,human,4
u795290773642215428,not sure,4
u1318273442827952128,human,4
u783714225587904512,not sure,4
u509160495,human,4
u4925052381,human,4
u576509198,human,4
u1461974874,human,4
u721507174669627392,human,4
u3184864388,human,4
u334705656,human,4
u33021590,human,4
u35794451,human,4
u143748286,human,4
u97456448,human,4
u4854931527,human,4
u1292144578510782465,human,4
